document_id,clean_text,sentiment
847,never much batman movi christian bale far best batman ever pair heath ledger dynam incred believ heath ledger best joker portray joker movi name sheer brillianc best coupl far fact use grandson watch batman dark night repeatedli love movi,negative
848,perfect greatest movi plot action storylin everyth best best,neutral
849,heath ledger main thing perfect fit joker absolut crazi yet tricki best act far deserv oscar,neutral
850,watch movi infinit number time never get old perfect action scene epic score icon perform movi think perform movi underr ledger perform joker one best cinema histori mention bale perfect batman oldman gordon cain alfr could write page perfect scene movi everi time watch like first time think better compliment,negative
851,year gotham citi rock heath ledger joker dark knight still hold titl greatest superhero movi ever made movi forev film everi futur batman movi measur dark knight idea perfect movi complet variou charact arc requir build one need watch batman begin understand dark knight despit movi seri aveng film requir previou marvel mcu film seen prior superhero fight loki ultron thano review dark knight continu written lengthi analysi video post youtub movi still greatest film time,neutral
852,watch movi time mani case soundtrack,neutral
853,today rank top movi time absurd movi great mean best movi ever movi revolution movi see hard imagin someon would think movi better breakthrough like godfath pulp fiction matrix etc love movi noth movi revolutionari stori line extraordinari gadget great seen better sweet tire bat mobil bike act great mean worthwhil watch actual disappoint see movi time,negative
854,card hardi har har tabl go dark knight imax think christoph nolan great director taken batman begin although refresh burton schumach remind lesser batman comic read bizarr noncomedi televis seri film version except less fun think heath ledger among great actor gener think christian bale best actor aliv expect anyth entertain batman movi despit reassur everyon trust movi much seen intend scene film specif imax intact cover entir imax screen vertic safe say dark knight without question first time batman charact mani great comic base gotham citi done justic film nolan version batman meant realist meant plausibl everyth includ twofac feel plausibl still film forsaken comic book root watereddown batman batman conceiv reborn moment thank ledger astonishingli creepi believ perform joker origin joker bank robber motiv massmurder hint merci ludicr clown jack nicholson horribl portray burton effort recal great batman book arkham asylum other recal kill joke anyon read book testifi highest prais give portray joker think see imax enhanc experi although littl annoy pictur clariti goe clear possibl clearli blownup scene switch shot imax camera shot regular film one realli appreci sound design well absolut remark way far im concern easili nolan best work director handl film pace absolut stun action film edit much better begin nolan work actor particularli impress everi moment act superb cours michael cain morgan freeman phone dont exactli need brilliant bale well display littl depth wayn embodi charm make excel batman unless percept batman wisecrack fool might disappoint act refer extraordinari perform ledger oldman eckhart although ledger sure get attent he certainli great think oldman eckhart stole show bit eckhart better dent twofac transform certainli easi task actor maggi gyllenha unquestion better rachel daw kati holm nestor carbonel actor much rang realli good mayor gotham citi film version batman disappoint dark knight final got right doubt moan complain distinct styliz enough captur spirit comic guess read wrong comic best batman comic may alway strive plausibl certainli far silli fun might expect dark knight get ten dramat crime thriller breathtak action setpiec remark character joker given complex psycholog profil stun achiev ledger terrifi role realli believ danger sick social experi nervewrack wit one two misgiv dark knight dont know would handl rachel daw harvey denttwofac way nolan brother screenplay virtual rest film pitchperfect pace astonish could hardli believ film long actual act phenomen visual look film right especi given subtext nolan go youll see youv seen film charact rich drama real action spectacular final joker given definit portray tim burton said anyon know know would never read comic book shame mr burton mayb could made someth good dark knight charact batman justic joker justic great batman comic justic two half hour dark knight make silli offens garbag adapt comic book graphic novel reveal much done charact idea book final film justic batman univers,positive
855,odd spend two hour watch film slowli dawn particularli bother end anyth rather wish would end sooner rather later dark knight kind film exactli lost interest even im sure lose interest christoph nolan second stab batman well christian rant bale although element simpli good natur anoth slug blast punchfest tho despit reput dark thank bloodfest mani mani viewer laud masterpiec best movi far far surpass begin isnt doesnt say peopl seen mani masterpiec mani film dark knight way hollywood made sugari attempt flatter audienc includ moral dilemma rather often time invit popcornchew saturday night crowd think thought luxuri reflect moral ambigu rel rather absolut notion good evil time viewer sigh littl say goe put lipstick pig still pig get number high falutin speech hero villain truth much codswallop truth film anoth blockbust even good mani blockbust want medit realiti good evil hero villain mean make film dark knight viewer least phoney apart film tad confus mani charact plot least realli bear repeat suspens curious unexcit often film drag old actor honour except late heath ledger seem act number think ledger last film earli death sad undoubtedli talent said much say bad particularli good part seri stand tall seri outstand see want read decid well sorri wont miss much,neutral
856,phenomen start finish film masterpiec quit possibl best round film ever action amaz drama incred realism believ brilliant fantasi work perfectli film see perform christian bale spot yet still shadow amaz heath ledger joker undoubtedli best fact christian perform superb still rememb joker show practic perfect perform gave abil share screen without scene steal enhanc other perform show great add outstand direct cherri top must watch,negative
857,batman begin releas year watch wonder see end scene joker reveal villain next instal seri well christoph nolan gonna incorpor funni play complet insan charact joker dark seriou version batman went watch movi readi see heath ledger joker crack joke blow lot place kill ton peopl go way beyond insan cours laugh lot joker saw rather opposit blow build kill peopl go insan laugh motiv touch control calm sinc seen movi villain shine hero movi heath ledger joker complet stole show everyth seem reason thing say feel honest true movi grip throughout min runtim christoph nolan nail show comic book charact taken color world put dark seriou movi make work actor also play part well christian bale good batmanbruc wayn aaron eckhart brilliant harvey dent gari oldman maggi gyllenha michael cain morgan freeman play role beauti movi one favorit movi time havent watch yet recommend watch soon possibl kind gem come rare,positive
858,phenomen dark knight reign greatest superhero film time exhilar first frame bittersweet last among great strength dark knight way combin hardboil natur kind stunt mysteri pulsat almost start finish themat sophist philosoph profound narr complex unsettl reflect increasingli blurri boundari good evil nolan constantli keep u offbal fill u breathless anticip next stun turnofev final receiv dark knight isnt messag sensat come deliber twist form learn feel vortex keep suck talk heath ledger perform difficult mere gigant one import featur intric wrought canva best batman film ever best superhero movi ever moneyspinn franchis comicbook cashin dark knight stun piec work deserv everi word prais spoken,negative
859,flat one best movi ive ever watch plot action act put togeth perfectli christian bale amaz cours heath one best act perform time christoph nolan gift director abl make movi one best oat must watch,negative
860,begin movi attent grab doesnt let go final credit begin roll one favorit film even fan batman superhero movi gener movi unlik superhero movi vari level depth emot suspens action amaz special effect film stand rest within without genr christoph nolan cinemat geniu take hold second instal batman seri christian bale perform compel adrenalinepump batman fight opposit heath ledger chill take joker dark knight hail one greatest batman film ever grace silver screen,positive
861,christopeh nolan talent director batman beginsh creat fantast atmospher brought batman charact back game dark knight made great second sequel also one best movi past year mix action heroism feel literatur color well feel kind high movi end doubt see peopl dont mind compar movi old masterpiec say dark knight best movi farhaha complet unaccept let clear movi bring fresh creativ movi happen chang insight movi start new genr give away new techniqu style movi make understand heart better call movi masterpiec far see dark knight far still feel like congratul christoph nolan make good film thank,neutral
862,new forc threaten gotham citi face joker alway smile almost christoph nolan cherri pick best element batman backlog includ previou movi burton year adam west era etc forg togeth someth quit incred make best batman movi time arguabl one greatest movi time two half magic hour film excel everi conceiv field wonder dark atmospher moodi equal measur excit action pack dynam stori couldnt better good itll appeal dont even enjoy superhero movi realli good pack incred action scene visual awesom christian bale fabul batman littl petul littl impati wonder intens everi hero need though villain take film anoth level heath ledger who remark perform noth short astonish incred support cast cain freeman show theyr hollywood royalti superior pretti much everyth el,neutral
863,one od best movi decadecenturi millenium dramaactionunexpect thrill everywher heath ledger joker unforget know your say cannot best stuff seriou,positive
864,dark knight superhero film direct produc cowritten christoph nolan base dc comic charact batman film second part nolan batman film seri sequel batman begin star christian bale michael cain heath ledger gari oldman aaron eckhart maggi gylenha morgan freeman dark knight best epic scienc fictionact batman film today truli great christoph nolan masterpiec straight comic booksth film live batman batman forevercaptur scarecrow awesom fight sequenc much better batman begin film heart everyth stand film dark knight actual symbol hope batman doesnt kill peopl isnt batman stand scare peopl itwhen watch dark knight put brain understand movi didi love dark knight tomb bat mobil blow someth wrote scare kill peopl best batman line im wear hockey pad terrif cast awesom director batman movi ever want film make correct mistak batman forev fail dark knight reboot batman forev fix batman forev movi fail joel schumach fail batman moviesi still cant believ batman forev oscar dark knight oscar ughbut dark knight batman begin best movi made comic book dark knight much better batman day bruce wayn night batman fight sequenc fli sequenc hong kong realli fantast joker portray heath ledger realli awesom bruce wayn wonder bike beauti car dark knight beat hell batman forev dark knight start final show batman catch crane wonder jump van took scarecrow mask crane come back minut still awesom batman beat ra al ghul tri destroy gotham citi stop crime bos falcon time dark knight batman must take joker mob hire joker kill batman batman forev schumach fiction thing schumach right scene maroni scare harvey dent court room right scene fix batman forev forgot mention chang car batman forev dark knight destroy tomb chang bike vehicl batman drive trough mall bike fantast action sequenc also nolan inspir film joker comic book debut kill joke seri long halloween retold twofac origin nicknam dark knight first appli batman batman stori written bill finger heath ledger brilliant perform joker made dark knight masterpiec heath ledger act joker believ absolut awesom amaz brilliant fantast never saw anyon actor play charact like like heath heath ledger best perform also aaron eckhart correct perform harvey denttwofac better tommi lee jone batman forev action stunt wonder maggi gyllenha absolut fantast rachel daw better kati holm maggi also much wonder better perform kati holm batman begin glad cast maggi instead shallow stupid dumb kati holmesaaron eckhart awesom great fantast harvey dent portray comic book tommi lee jone batman forev purpl design half black half purpl wasnt portray right hollywood want sequel batman return ughharvey dent wasnt sidekick riddler didnt even met becom partner didnt two woman besid alon went reveng kill spree rachel dawson death harvey dent say kill bat riddler film say joker line gari oldman fantast detect jim gordon whole cast film wonder absolut fantast realli tragic heath ledger year die premier heard lot fan cri actor death year final christian bale bruce wayn batman good role like much better batman begin film releas juli new york citi new york premier usa film also featur minut imax footag christoph nolan use imax mm film camera film sequenc includ joker first appear film cgi special effect also awesom arent bad costum design lindi hem awesom work batman harvey dent joker costum dark knight best batman epic scienc fiction action film ever beyond amaz love film death dark knight score studio warner bro pictur legendari pictur dc comic star christian bale michael cain heath ledger gari oldman aaron eckhart maggi gyllenha morgan freeman directorproducerscrennplaystori christoph nolan screenplay jonathan nolan stori david goyer rate pg run time hr min budget million box offic,neutral
865,dark knight probabl best action film ive ever seen design tone special fx sound music excel script den complex thorough perform actor good particularli ledger took joker realm sociopath weve seen batman charact may ledger best perform short career issu extrem gross gori twofac make upspeci fx think goe bit far littl bit flesh dangl visibl bone structur thing believ better previou bat man seri director doesnt use much face time charact look remain shock overdon certainli dark knight stand quit time best comic book movi root howev may also stand masterpiec right,neutral
866,highlight film one man one man onlyth late heath ledgerhi oscarworthi perform mark best work short lifetimeand christoph nolan also commend way develop atmospher film camerawork excel pace grip plot thrill act splendid background music also suit atmospher highest degre perfect film magnific actingth film name jokerbatman neededsuch batman film never produc due unfortun absenc heath ledger ratingwel done,neutral
867,heath ledger must put everyth stack prepar kind act love christian bale actor batman charact watch movi must say sometim villain steal show,neutral
868,huge fan sequel hard write review see one perfect movi privileg see nolan brother done brilliant job sequel critic acclaim batman begin heath ledger joker virtual steal movi add christian bale batman aaron eckhart harvey dent michael cain alfr add brilliant morgan freeman ever reliabl gari oldman respect role absolut brilliant cast work magic eloqu mani review site gush superl movi word less short review suffic get across opinion alreadi seen movi year realli miss one entertain experi life could cheapli experienc owe get copi somehow see one easiest movi rate,positive
869,flame suit ive alreadi call lawyer ive prepar fake passport bought sever differ alias run also transfer fund european account seriou go dark knight epic piec godli art everyon hype run dark knight good piec work decent movi fall nearperfect mean despit amaz perform write action sequenc heart core comic book flavor sever miss issu batman begin carri repeat even though arent easi spot much better begin still fail total era memori burton vision batman resembl godfath heat rather flick like iron man spiderman total differ sort movi involv superhero supervillian gotham citi still doesnt truli look like gotham citi start movi bank robberi unlik set tone movi instantli see joker heath ledger stir earli troubl mob crime lord see batman imit lurk last least see bruce wayn ex maggi gyllenha around arm anoth man harvey dent aaron eckhart run amok throughout minut dark knight action sequenc plot twist sever surpris sever close call whole lot crime drama good v evil battl horrif blur human natur surround gotham citi test tension overcom bruce wayn batman begin question motiv placement within citi write staff threw plenti deep engag dialogu amongst action see onscreen batman fan dream come true start credit heath ledger fine perform joker ledger deserv oscar role nicholson back believ mani similar term perform joker cynic merciless bent anarchi reasonbut joker ledger win oscar jack accept behalf christian bale yet fail batman frustrat raspi voic bruce wayn nail batman still need bit work batman start monolog hard cring rest cast good job notabl gari oldman lt gordon let also forget morgan freedman michael cain aaron eckhart maggi gyllenha biggest strength batman univers lie within balanc batman villain almost sort connect hero howev treatment villain yet disappoint see villain limit mere cameo joker despit trailer get much screen time may assum infam version saw joker rise lowli punk crimin seriou threat entir citi dark knight unlik batman liter explan way backstori reveal noth could possibl explain physic appear mental state sure may craft tale believ madman tale wield knife lip dark knight best moment action sequenc immens tension suspens predat payoff rare could predict outcom conflict part payoff grand sometim lead applaus chase actionpack moment also wellcraft made great use special effect yet mani problem fli time imposs expect conclud wrap end nolan direct stun time time run steam toward end third act movi almost finish end albeit unexpect bit underwhelm quit vagu especi consid fact dark knight minut long bottom line neg sprinkl review dont let fool dark knight inde great blockbust flick forget there popcorn soda side dazzl perform late heath ledger carefullyconstruct action sequenc keep pace flow plenti prais said still best superhero movi alltim batman comic book cast new franchis must rememb dwell much realism youd like fact remain isnt realist franchis ever treat gotham citi still miss gritti gothic dark architectur style burton film need emphasi villain batman world villain yang batman mytholog batman yin cant much one enough isnt batman robin fantast four dark knight still fall short masterpiec qualiti simpli exchang comic book style realist crime drama dark knight great ride epic one qualiti heaven,negative
870,rememb say magazin critic would say one popular one see one movi summer well never understood well realli realli dark knight movi plain say dark knight far greatest entertain movi releas year period privileg see advanc show manag imax week movi releas ecstat see much anticip movi week earli first imax experi option definit go imax unbeliev realli felt like fli thru gotham citi fall anoth scheme joker enough imax movi well batman begin receiv exemplari rate critic imdb recal correctli well sinc batman begin turn well end batman receiv word joker everi fan readi movi asap short quick year later final got dark knight main attract show heath ledger part sudden death say one best perform agre strongli joker thrill yet comic heath brought dark villain even though well joker phrase say made movi still kept mindset fright mode hard tackl look back everi scene notic hour odd minut find scene unnecessari movi bare except insan long bore one fit perfectli long detail patron pay imax ticket price want everi minut get also could find flaw realli movi except cast maggi gyllenha anyon kati holm wouldnt good enough mean maggi pretti nearli good look kati holm sort ruin charact talent though absolut said done movi perfect christoph nolan absolut took batman new level said forget rest top notch want watch,neutral
871,true way batman meant told think joaquin phoenix great joker heath ledger perform unmatch truli frighten watch,negative
872,batmanbruc wayn christian bale accord deal lieuten jame gordon gari oldman district attorney name harvey dent aaron eckhart sweetheartassistantmaggi gyllenha elimin definit crimin ghotam howev mysteri delinqu psychot villain name joker heath ledgerbegin new wave crimin rampag terror batman help attend name alfredmichael cain scientif morgan freeman dynam fast pace entertain movi full action complement violent imag thriller breathtak scene overwhelm comput gener special effect pictur reli terrif fli sequenc impress fight breathtak pursuit dark stori made believ script pace former film titl batman begin also direct christoph nolan booth movi result intens variat bob kane comic book creation superhero well incarn christian bale don suit cape reason identifi rest life batman deserv credit remain true charact wellintent interest plot david goyer base charact creat bob kane follow event develop batman begin repeat actor michael cain gari oldman cillian murphi among other suspens music score han zimmer jame newton howard color dark cinematographi walli pfister film take provid great moment great fun superman swing action pictur perfectli direct christoph nolan direct excel movi prestig insomnia memento prepar batman third part live action batman one highest gross movi made year well nolan prestigi effort field rate good better averag,positive
873,batman drama apocalypsoit cant get bettera must watch movi superhero movi fan spiderman wreck havoc hollywood industri superhero movi come batman challeng spiderman movi togeth one goheath ledger outstand unparalleledi dont know posthum one joker betterth movi thrill action breathtak dramat perform power packedy fierc harsh critic find lap fault think go hard anybodi poke neg comment itbeauti craft wonder directionth director applaudedwhat el sayi give safe id love give,neutral
874,go movi friday night excel around,neutral
875,dark knight intens power dramat compel film despit im sure realli enjoy great deal saw huge imax screen london abil almost suck action make feel part film time variou aspect film meant felt alien charact plot batman realli know watch whole film hour im sure could say motiv realli love rachel inde capac love hint given central charact poorli develop make hard realli care happen around inabl empathis charact wasnt help ridicul number subplot rush incomplet relentless pace film move one film would much better stuck simpler storylin develop charact theme within frenzi sequenc larg unrel action setpiec whilst initi breathtak end feel dull predict lack explos anyth resembl meaning dialogu mumbl word batman inan muse joker werent enough keep film go left film feel somewhat exhaust bleak joyless violent world wit disappoint muchhyp film hadnt good hope would,positive
876,know im suppos dislik movi like especi sinc heath ledger act well ive seen film sever time ive given due honestli good direct act amaz plot bad plot outrag though joker could accomplish even part insan even comic phone call scene u fing kid outlandish annoy ferri common know fantasi whole social experi stupid arggg hate film nolan amaz job honestli burton run lap vision plot sub par point annoy know everyon love film honestli badreal bad hard pas,positive
877,feel regret see film latelythi movi mixtur incred perform absolut photographi incred directionif credit given movi heath ledger first rowhi perform never never aftercom batmanbal usual outstandingchristoph nolan handl stori emotionssom action perfect wayh absolut geniu perfect director wide knowledg movi aspectsthi master piec nolan arti amaz joker perform bodi languag confid attitud list goe onheath ledger kept soul movi provid life jokerif u still havent seen moviethen hell wait,negative
878,movi pretti bore bad howev joker scene amaz whole movi like scene wouldv given star howev sadli movi depriv u joker like scene batman pretti comed movi good thing alway act seriou voic say cring worthi batman sound like one kid youtub make video batman elsa hook ye video exist plea monitor kid doingwatch onlin movi end pretti abruptli left confus recommend watch joker instead,neutral
879,grew anim seri love first two batman film sort like batman forev disappoint batman robin yet rewatch batman begin thoroughli enjoy film rewatch realli like first time well made grip great perform person would put casablanca wizard oz amadeu wonder life film suffer littl talki plot occas hard follow due lot go nevertheless extrem good one better batman movi also one better superhero movi visual technic film cannot fault cinematographi superb spectacl gotham citi dazzl christoph nolan direct taut ensur action explos plot littl bloat joker bent destroy organis crime good make batman cross hero vigilant subplot harvey dent rachel daw hong kong truli effect scene tightli structur screenplay gener littl talki first twenti minut intellig sophist joker especi sinist line stay long afterward music none maestro han zimmer also compos music lion king gladiat pirat caribbean movi outstand rous beauti haunt definit memor doesnt becom forgett gener like music hurt locker exampl say sound engin phenomen particularli high volum explos sound authent come outsid rather film mention act terrif christian bale manag dark brood charismat like batman though complaint speak hoar voic he got sore throat somehow know make wasnt irrit anyth justodd anyway aaron eckhart terrif harvey denttwofac even storylin tad rush maggi gyllenha sensit care rachel morgan freeman well smaller role excel gari oldman michael cain perfect loyal butler alfr doubt mind heath ledger gave best perform film wasnt brilliant phenomen unpredict insan extrem sinist corrupt mention chillingli psychot torn prefer jack nicolson heath ledger close call admit familiar nicolson portray like mix scari comic even tragic joker joker dark knight truli sinist even threat batman opinion joker line linger longer memori overal absolut perfect extrem good thank primarili ledger perform dazzl visual spectacl bethani cox,positive
880,cinemat masterpiec solid ratingthi movi truli except christoph nolan geniu shine film expertli navig dark tone immers audienc grip narr meticul camera work enhanc overal experi captur everi nuanc detail precis intens action sequenc quiet moment suspens cinematographi noth short remark actor perform elev film anoth level deliv emot captiv portray stay long credit roll everi aspect movi testament artistri filmmak true masterpiec right,positive
881,best superhero movi ever watch stori movi deep mang mean,negative
882,heath ledger christian bale absolut phenomen movi,negative
883,easili one best comic book film ever made bale isnt great brucebat act par howev heath joker isnt oscar legend reason one best portray charact l time jame gandolfini toni soprano,neutral
884,christoph nolan dark knight superhero film grip crime drama transcend genr deliv profound narr explor theme moral chao human condit film master balanc action deep charact develop showcas batman struggl extern threat also intern demon perform noth short extraordinari particularli heath ledger icon portray joker redefin archetyp villain ledger joker chill chaotic serv perfect foil batman quest justic nolan direct taut craft suspens atmospher keep viewer edg seat screenplay sharp blend intens action sequenc thoughtprovok dialogu rais signific ethic question natur heroism versu vigilant cinematographi score elev film haunt theme underscor emot weight stori frame meticul craft contribut immers experi draw audienc gotham dark underbelli overal dark knight landmark filmmak demand experienc thrill ride fill unforgett moment also poignant explor dichotomi order chao make film reson long credit roll true triumph cinemat storytel,neutral
885,one best movi seen one best movi term best part villain role world class act shown actor,positive
886,movi forev time favorit live pittsburgh film also releas birthday best movi ever,negative
887,dark knight isnt movi cinemat success transcend superhero genr leav last mark world film nolan master weav complex moral ambigu take chao order explor thin line heroism villaini heath ledger portray joker legendari forc natur ad layer depth charact heath ledger steal everi scene magnet presenc terrifi mesmer christoph nolan vision coupl heath ledger unforgett perform make instant modern classic,negative
888,bale gud heath gud affleck bad pattinson bad best movi ever rate favourit hobbi watch movi n play arkham game mention bale gud,positive
889,watch dark knight first time mix feel toward use consid decent film great time averag movigo two year gave rewatch full enthusiasm watch knowledg critic acclaim film like depart incept save privat ryan second view found one best film ever made best genr game changer tast film still top superhero genr even year releas superherocom book film come close one logan opinion consid dark knight phenomen film even without heath ledger outstand perform main reason artist appear film explor toward mani theme like human natur dark realiti societi natur lie true fals characterist mani consid paramet like cinematographi background score screenplay highli appreci especi background score consid best among nolan film end review thank read rate,neutral
890,one could creat uniqu batman better nolan,negative
891,quit simpli dark knight best superhero movi ever made ok kickass competitor strictli speak isnt proper superhero movi let forget batman tough batman love batman weak batman hate batman human characterist batman enemi human characterist first main reason dark knight succe isnt superhero movi also studi charact good dark percept societi mean well sometim think superhero content scapegoat deeper thought movi even though know secondli batman doesnt anyth unbeliev look superman he fli look spiderman he got web come palm look hulk get massiv angri that cool entertain batman imo superhero connect closest doesnt abil soooo unrealist inner outer charact human like make movi much enjoy action action dark knight amaz batman car amaz special effect amaz phenomen piec work craft movi look feel fantast wont talk much heath ledger portray joker definit best perform ever better time death peac upon hate ball watch guy act he creat insan uniqu persona love everyth dark knight work got much novelti rare piec cinema prima faci kid ultim adult end enjoy much dark knight isnt kid anyway wont abl comprehend bigger pictur dark knight make movi special cool origin awesom cant believ wasnt nomin best pictur oscar probabl stun good super hero movi could mention also love gari oldman guy play differ person everi movi never tell,neutral
892,batman christian bale join forc lieuten jame gordon gari oldman incorrupt district attorney harvey dent aaron eckhart rival love rachel daw maggi gyllenha fight organ crime gothan citi howev chao instal citi arriv sadist psychopath joker heath ledger bring wave violenc murder joker promis kill promin citizen gothan citi unless batman disclos ident tri prove malic dark human natur destroy hope dweller gothan citi dark knight great surpris blockbust solid deep stori great direct perform special effect makeup adventur also dramat magnific line discus ethic moral human natur hope import theme cast great perform heath ledger excel role psychopath joker use movement lip tongu visibl inspir tbag prison break brilliantli perform robert knepper nomin emot affect death end dark knight great movi best batman franchis one best genr imdb user rate top absolut overr ridicul disrespect classic cinema histori credibl imdb rate sometim truth good enough vote nine titl brazil cavaleiro da treva dark knight,negative
893,write review tail end open weekend dark knight broken record open weekend deservedli film stepabov standard summer blockbust howev film also sit atop imdb top film alltim list rank wont last nearli long boxoffic rank line long see film mani vote open weekend diehard wait line readi love film regardless offer cours fact film stand alon genr term write cinematographi art design plot help boost rate stratospher non diehard begin watch vote well see film settl right place somewher top time one film entertain access enough plea peopl went drove spiderman artist smart enough plea discern cinemat audienc truli disturb charact far cliché one would expect genr charact allgood allbad ledger joker come close earn touch sympathi none hero flawless sign good film singl complaint besid variou hardtobeliev fall batman surviv rate film fartoo disturb garner pg rate deal ugliest side human way probabl accompani good convers add perspect yet anoth reason film good,negative
894,word awefantacul use word word like awesom fantast thrown around way much movi deserv better almost everyth perfect tri give away littl plot possibl take away anyth experi would disastr let say least disappoint plot deliv mani way seemingli possibl improv begin almost everi way seen trailer doesnt compar movi deliv heard complaint run time absolut problem everi minut movi great didnt think unnecessari fact real problem movi dread know movi end time movi perfect mix human side action side goe much deeper battl good evil act top rank christian bale prove made role batman bruce wayn maggi gyllenha serv great replac kati holm rachel daw morgan freeman michael cain play role good anyon realli ask think gari oldman even better gordan batman begin harvey dent play realli well aaron eckhart well guess end peopl want know late heath ledger play joker easili favourit batman villain mayb favourit villain well perfect feel role go histori one greatest villain portray time give academi award award could possibl qualifi hell invent new categori joker may rest peac love way film shot whether hotel scene scene gotham citi especi action scene movi felt anoth improv made batman begin guess could say lot fun sinc common complaint begin lack thought blue colour scheme gotham realli great movi also great wit throughout rare seem cheesi place score realli someth well probabl one favourit one around one best thing film dark movi batman begin push batman robin back mind dark knight movi push film made realli let joker truli meant without restraint amaz got away pg rate even though im aussi dont rate system costum makeup movi big surpris great thought joker makeup realli cool didnt take easi way make perfect throughout movi went detail batman new suit also pretti cool guess end realli say love movi think would hard someon disappoint christoph nolan realli came big time made massiv improv alreadi great batman begin clearli franchis fit like glove suspens emot action pack realli everyth el think peopl could hope problem movi see may littl spoil level awefantacul pretti rare seen movi believ hype way batman movi summer blockbust incred,neutral
895,first dont think movi bad dont think thought gold standart comic book movi honestli movi doesnt feel like comic book good action movi dress main protagonist antagonist comic book charact think lie problem movi billionair dress bat beat anarchist clown christoph nolan tri make look seriou im sorri doesnt work take away comic book feel therefor becom littl bore heath ledger isnt screen find hardli invest what happen honest never realli like movi much mayb first watch felt bore watch time later year still rememb piec fraction what happen outsid scene joker fair probabl wouldnt rememb piec didnt watch review boredom went onlin see anybodi feel way said thing heath ledger singl handedli save movi perform spectacular cant think definit joker good movi im sure see fit batman movi person bia mine one ever go top mark hamil howev ledger thing good unlik main characht movi one peopl still movi play everyth seriou feel like nolan took main characht comic book put otherwis would anoth action movi lack certain element lack comic book campi even seriou comic book pinch therefor fail deliv comic book movi that say seriou bad chang mani comic book corni hell often get annoy get seriou get bore one expens one must find balanc comic book campi serious real world quot certain charact seriou,positive
896,dark knight actual got lucki movi last six year crap script poorli written budget visual effect yet transfer well big screen bad stori idea copi cat filmslack creativ film hold vulgar violenc high standard film make that weve year come batman dark knight written well enough whose aim isnt good stori tell written move pointless spot pointless spot reach end anoth batman joker movi done alreadi mindless assemblylin qualiti scene repeat hour film scene differ locat face someth bad happen joker appear batman appear joker disappear batman disappear big comment peopl made movi dark like that good thing dont get mayb ive mani real life experi truli dark motion pictur tri qualiti other celebr seem ignor entertain besid movi last year dark even lightheart one movi made tire,positive
897,week lead film movi insid claim best batman movi heath ledger deserv oscar nod work joker short take film sorri got home film overal good everi go get action film film realli think seen far deserv least oscar nom best film act alround top shelf stuff say film felt abit long need ok cast batman watch trailer stuff u expect film joker worri batman would push backthi case film overal doesnt follow one person follow stori think that make good movi caus end stori import part ok one knock film heath ledger joker good didnt think oscar good say hold jack jokeractu think better dont think oscar good like way use film pop damag pop realli work best way aaron eckhart two faced make tommi lee jokebut realli aaron take dent twofac amaz charact taken deep level realli gave film extra kick prop special effect guy look real bale think carri stori well like begin think ledger eckhart take thunder away movi turn better like doesnt moment ether gyllenha replac home honestli would rather home im say bad job think home work thank smoke would better choic could want final support freeman cain oldmen work well past special note chin han also made good use screen time overal easi say far best batman movi compar anyth like say batman begin like star war iv dk like epv good one take next level,negative
898,truli movi must seen alli batman fanmi favorit superheroand cristian bale made proud perform dark knighth well batman begin dark knighth confirm itbut mei realli enjoy blown away ledger breathtak perform herei mean blown awayim sorri jack nicholsonh still incred origin ledgerwowi alway fan ledgerseen pretti much moviesand perform jokerh need receiv kind awardbecaus rip alivei guaranteeh want movi directorsstudio star moviessoi bow legendari heath ledger joker,positive
899,excel film great perform heath ledger,positive
900,awesom movi fabul act joker batman,negative
901,best superhero movi date amaz cast cast play part emot great frame light suspens everyth movi amaz,neutral
902,like said dark knight best movi watch favourit movi mean christian bale best batman ever joker also best believ christian bale heath ledger best,neutral
903,oh boy there reason movi popular brilliant remark act heath ledger perform joker felt realist total enjoy chemistri joker batman movi didnt like harvey got scarsit felt kinda rush shaki cam still promin batman begin still,negative
904,watch batman go back movi actual worthi prais everyth dark knight great shot made music tone movi underli storymot,negative
905,know sound bit cliché someon say undoubtedli one best superhero movi ever creat excel everi field touch visual effect done perfectli act absolut oscar worthi multipl storylin dont seem complex spite told time spite one movi trilog manag win heart everyon saw stori pick well batman begin end post credit scene movi shown joker well imagin excit audienc must see batman joker duo use describ social aspect societi explain peopl might behav left unhing hero moral code lot lose compar villain without moral code noth lose yet much common meet normal eye ultim seen freak must elimin law let talk charact start christian bale batman voic sound horribl batman nowaday mani peopl begun criticis dont realis real batman chang voic two way either use voic modul like ben affleck batman deal tri sound differ isnt easi breath heavili hard work fun see cape crusad someth screen next let address michael cain alfr he good represent alfr look get feel butler guardian someth know alfr seen nice dress bruce wound talk crimefight aaron eckhart two face unlik previou iter seen batman forev one seem lot seriou went hefti charact develop patriot white knight gotham harvey dent derang psychopath readi cross limit want reveng jim gordon also much much better iter seen batman actual look like someon invest job contact batman whenev need help kind gordon imagin think anim movi someon mention jim gordon one come mind final eleph room show stealer heath ledger joker like two face joker also gone complet makeov portray previou movi came kinda sad heath ledger never got know famou becom legaci shall forev live dc univers dark knight one movi often come back rememb kind superhero movi also possibl everi dc charact given movi charact shown develop time move fire die,neutral
